"","tank","week","Mb","mba","mba1","pp.N","AvgS","CMb","Cmba","Cmba1","C.N","CAvgS","OMb","Omba","Omba1","O.N","OAvgS","CNMb","CNmba","CNmba1","CN.N","CN.AvgS","FNMb","FNmba","FNmba1","FN.N","FN.AvgS"
"40",8,7,11423.7869930453,45.5050517009434,19.6561221171449,62,184.254628920085,7162.4459965551,105.320710395187,3.15021900429016,14,511.603285468221,4261.34099649017,28.0588179151224,16.5059031128547,48,88.7779374268785,431.952297809379,39.2546482271903,0.950594909650506,3,143.984099269793,11423.7869930453,45.5050517009434,19.6561221171449,62,184.254628920085
"41",9,0,837.85868125667,24.2413413642485,7.84864603716667,8,104.732335157084,837.85868125667,24.2413413642485,7.84864603716667,8,104.732335157084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.85868125667,24.2413413642485,7.84864603716667,8,104.732335157084
"42",9,1,54839.1011072739,190.798149238722,8.90723898869991,33,1661.79094264466,6557.46922996777,64.086699274756,7.03200078112094,24,273.227884581991,48281.6318773061,528.695349142631,1.87523820757897,9,5364.62576414512,NA,NA,NA,NA,NA,54839.1011072739,190.798149238722,8.90723898869991,33,1661.79094264466
"43",9,2,104054.836807964,81.1351719223791,68.2779604663941,294,353.928016353619,41678.8323950253,90.8838108531336,22.6867000292662,102,408.616003872797,62376.0044129385,75.9562074904157,45.5912604371279,192,324.875022984055,3268.38565644011,257.026247180638,0.314560488508065,2,1634.19282822005,104054.836807964,81.1351719223791,68.2779604663941,294,353.928016353619
"44",9,6,38350.6408053241,107.052651852213,14.1823654096859,50,767.012816106482,3268.92803098238,90.8838108531336,1.77934902190323,8,408.616003872797,35081.7127743417,110.132431090133,12.4030163877827,42,835.278875579565,31316.1542275586,497.425888111401,1.12066777914046,7,4473.73631822266,38350.6408053241,107.052651852213,14.1823654096859,50,767.012816106482
"45",9,7,30186.0787972394,47.7324738522098,48.6801482218843,164,184.061456080728,3703.67314510747,30.422384129979,12.0830330665271,36,102.879809586319,26482.4056521319,52.6009365865872,36.5971151553572,128,206.893794157281,1496.34953034313,22.1879080517258,8.54094232573018,24,62.3478970976303,30186.0787972394,47.7324738522098,48.6801482218843,164,184.061456080728
"46",10,0,11080.9559048887,84.230725160293,7.06375063520651,17,651.820935581686,1453.28166107385,28.7489527765437,5.70615333316951,12,121.106805089487,9627.67424381481,217.386978881291,1.35759730203701,5,1925.53484876296,9050.54483769071,927.910401907362,0.102525363781759,1,9050.54483769071,11080.9559048887,84.230725160293,7.06375063520651,17,651.820935581686
"47",10,1,49843.7759339726,183.051961168115,7.68187869674577,35,1424.10788382779,6537.85606196476,90.8838108531336,3.55869804380646,16,408.616003872797,43305.9198720079,260.667245643888,4.12318065293931,19,2279.25894063199,27151.6345130721,927.910401907362,0.307576091345277,3,9050.54483769071,49843.7759339726,183.051961168115,7.68187869674577,35,1424.10788382779
"48",10,2,78914.8861389528,83.1116263826517,49.8731825638668,217,363.66306976476,48216.6884569901,90.8838108531336,26.2453980730726,118,408.616003872797,30698.1976819627,73.8478105491479,23.6277844907942,99,310.08280486831,NA,NA,NA,NA,NA,78914.8861389528,83.1116263826517,49.8731825638668,217,363.66306976476
"49",10,6,37119.3011949114,44.2137936188727,66.0962529634232,223,166.454265448033,11348.6426398836,91.9653116742071,6.23092896442385,27,420.320097773468,25770.6585550277,37.6357783765563,59.8653239989994,196,131.482951811366,1634.19282822005,257.026247180638,0.157280244254032,1,1634.19282822005,37119.3011949114,44.2137936188727,66.0962529634232,223,166.454265448033
"50",10,7,24976.6446459814,44.372396676387,48.2786051785854,146,171.072908534119,7603.48586254417,30.1999805972049,27.7752255742405,70,108.621226607774,17373.1587834373,57.4259378019494,20.503379604345,76,228.594194518911,1184.61004485498,22.1879080517258,6.76157934120306,19,62.3478970976303,24976.6446459814,44.372396676387,48.2786051785854,146,171.072908534119
"51",11,0,169.454616216782,5.83508909037729,12.2770155749952,10,16.9454616216782,7.95317524263232,0.753895394379847,11.5734116505112,8,0.99414690532904,161.501440974149,26.159863874367,0.703603924483989,2,80.7507204870747,NA,NA,NA,NA,NA,169.454616216782,5.83508909037729,12.2770155749952,10,16.9454616216782
"52",11,1,11136.7641369489,99.3405967168582,4.59877225221887,15,742.45094246326,830.405828307748,62.8941627770666,0.969731806172666,3,276.801942769249,10306.3583086411,108.452205201806,3.6290404460462,12,858.863192386762,9050.54483769071,927.910401907362,0.102525363781759,1,9050.54483769071,11136.7641369489,99.3405967168582,4.59877225221887,15,742.45094246326
"53",11,2,33900.5283967074,79.369062276919,23.1151543135459,95,356.847667333763,17979.1041704031,90.8838108531336,9.78641962046777,44,408.616003872797,15921.4242263043,69.4347693876358,13.3287346930781,51,312.184788751066,4902.57848466016,257.026247180638,0.471840732762097,3,1634.19282822005,33900.5283967074,79.369062276919,23.1151543135459,95,356.847667333763
"54",11,6,55144.9046044098,76.0978725421877,58.1585218971275,150,367.632697362732,7464.91055653431,44.8503119400303,26.7097453101883,18,414.717253140795,47679.9940478755,80.358903533391,31.4487765869392,132,361.212076120269,9805.15696932032,257.026247180638,0.943681465524194,6,1634.19282822005,55144.9046044098,76.0978725421877,58.1585218971275,150,367.632697362732
"55",11,7,51472.8159579282,58.1435378911306,66.4595474984243,215,239.408446315945,5319.74396475493,26.7921235689401,25.0145484447717,51,104.308705191273,46153.0719931732,67.8930630766898,41.4449990536526,164,281.421170690081,NA,NA,NA,NA,NA,51472.8159579282,58.1435378911306,66.4595474984243,215,239.408446315945
"56",12,0,1762.36087891576,33.1975520034285,5.05196538558729,15,117.490725261051,586.479183529987,119.17617745243,0.203206150873276,1,586.479183529987,1175.88169538577,27.0562216142141,4.84875923471402,14,83.9915496704122,NA,NA,NA,NA,NA,1762.36087891576,33.1975520034285,5.05196538558729,15,117.490725261051
"57",12,1,74044.6168933325,83.9726909441112,46.5178258186189,200,370.223084466662,54794.0659806413,89.0450748481365,31.3787797689697,137,399.956685990083,19250.5509126912,72.9422688036118,15.1390460496492,63,305.564300201447,NA,NA,NA,NA,NA,74044.6168933325,83.9726909441112,46.5178258186189,200,370.223084466662
